"sample_PlateID","BLUD_or_SPBL","Plate","Antibiotic","Rep","WELL","Volume","Dilution","BACTERIA","NA","Sex","Row","Col","Age","Time_post_injection","Well_with_sample","sample_ID_new"
"B1_Plate80","BLUD","80","None",1,"B1","5.0","390625.0","0","1","Female","B",1,"Young",24,"Yes","B1_Time_post_injection_24"
"B2_Plate80","BLUD","80","None",1,"B2","5.0","390625.0","0","1","Female","B",2,"Young",24,"Yes","B2_Time_post_injection_24"
"B3_Plate80","BLUD","80","None",1,"B3","5.0","390625.0","7","0","Female","B",3,"Old",24,"Yes","B3_Time_post_injection_24"
"B4_Plate80","BLUD","80","None",1,"B4","5.0","390625.0","6","0","Female","B",4,"Old",24,"Yes","B4_Time_post_injection_24"
"B5_Plate80","BLUD","80","None",1,"B5","5.0","390625.0","0","0","Female","B",5,"Young",48,"No","B5_Time_post_injection_48"
"B6_Plate80","BLUD","80","None",1,"B6","5.0","390625.0","0","0","Female","B",6,"Young",48,"No","B6_Time_post_injection_48"
"B7_Plate80","BLUD","80","None",1,"B7","5.0","390625.0","0","0","Female","B",7,"Old",48,"No","B7_Time_post_injection_48"
"B8_Plate80","BLUD","80","None",1,"B8","5.0","390625.0","3","0","Female","B",8,"Old",24,"Yes","B8_Time_post_injection_24"
"B9_Plate80","BLUD","80","None",1,"B9","5.0","390625.0","0","1","Female","B",9,"Young",24,"Yes","B9_Time_post_injection_24"
"B10_Plate80","BLUD","80","None",1,"B10","5.0","390625.0","9","0","Female","B",10,"Young",24,"Yes","B10_Time_post_injection_24"
"B11_Plate80","BLUD","80","None",1,"B11","5.0","390625.0","1","0","Female","B",11,"Old",24,"Yes","B11_Time_post_injection_24"
"B12_Plate80","BLUD","80","None",1,"B12","5.0","390625.0","0","0","Female","B",12,"Old",48,"No","B12_Time_post_injection_48"
"C1_Plate80","BLUD","80","None",1,"C1","5.0","390625.0","4","0","Female","C",1,"Young",24,"Yes","C1_Time_post_injection_24"
"C2_Plate80","BLUD","80","None",1,"C2","5.0","390625.0","5","0","Female","C",2,"Young",24,"Yes","C2_Time_post_injection_24"
"C3_Plate80","BLUD","80","None",1,"C3","5.0","390625.0","6","0","Female","C",3,"Old",24,"Yes","C3_Time_post_injection_24"
"C4_Plate80","BLUD","80","None",1,"C4","5.0","390625.0","4","0","Female","C",4,"Old",24,"Yes","C4_Time_post_injection_24"
"C5_Plate80","BLUD","80","None",1,"C5","5.0","390625.0","0","0","Female","C",5,"Young",48,"No","C5_Time_post_injection_48"
"C6_Plate80","BLUD","80","None",1,"C6","5.0","390625.0","0","0","Female","C",6,"Young",48,"No","C6_Time_post_injection_48"
"C7_Plate80","BLUD","80","None",1,"C7","5.0","390625.0","0","0","Female","C",7,"Old",48,"No","C7_Time_post_injection_48"
"C8_Plate80","BLUD","80","None",1,"C8","5.0","390625.0","4","0","Female","C",8,"Old",24,"Yes","C8_Time_post_injection_24"
"C9_Plate80","BLUD","80","None",1,"C9","5.0","390625.0","7","0","Female","C",9,"Young",24,"Yes","C9_Time_post_injection_24"
"C10_Plate80","BLUD","80","None",1,"C10","5.0","390625.0","5","0","Female","C",10,"Young",24,"Yes","C10_Time_post_injection_24"
"C11_Plate80","BLUD","80","None",1,"C11","5.0","390625.0","6","0","Female","C",11,"Old",24,"Yes","C11_Time_post_injection_24"
"C12_Plate80","BLUD","80","None",1,"C12","5.0","390625.0","0","0","Female","C",12,"Old",48,"No","C12_Time_post_injection_48"
"D1_Plate80","BLUD","80","None",1,"D1","5.0","390625.0","1","0","Female","D",1,"Young",24,"Yes","D1_Time_post_injection_24"
"D2_Plate80","BLUD","80","None",1,"D2","5.0","390625.0","1","0","Female","D",2,"Young",24,"Yes","D2_Time_post_injection_24"
"D3_Plate80","BLUD","80","None",1,"D3","5.0","390625.0","3","0","Female","D",3,"Old",24,"Yes","D3_Time_post_injection_24"
"D4_Plate80","BLUD","80","None",1,"D4","5.0","390625.0","5","0","Female","D",4,"Old",24,"Yes","D4_Time_post_injection_24"
"D5_Plate80","BLUD","80","None",1,"D5","5.0","390625.0","0","0","Female","D",5,"Young",48,"No","D5_Time_post_injection_48"
"D6_Plate80","BLUD","80","None",1,"D6","5.0","390625.0","0","0","Female","D",6,"Young",48,"No","D6_Time_post_injection_48"
"D7_Plate80","BLUD","80","None",1,"D7","5.0","390625.0","0","0","Female","D",7,"Old",48,"No","D7_Time_post_injection_48"
"D8_Plate80","BLUD","80","None",1,"D8","5.0","390625.0","2","0","Female","D",8,"Old",24,"Yes","D8_Time_post_injection_24"
"D9_Plate80","BLUD","80","None",1,"D9","5.0","390625.0","1","0","Female","D",9,"Young",24,"Yes","D9_Time_post_injection_24"
"D10_Plate80","BLUD","80","None",1,"D10","5.0","390625.0","3","0","Female","D",10,"Young",24,"Yes","D10_Time_post_injection_24"
"D11_Plate80","BLUD","80","None",1,"D11","5.0","390625.0","4","0","Female","D",11,"Old",24,"Yes","D11_Time_post_injection_24"
"D12_Plate80","BLUD","80","None",1,"D12","5.0","390625.0","0","0","Female","D",12,"Old",48,"No","D12_Time_post_injection_48"
"E1_Plate80","BLUD","80","None",1,"E1","5.0","390625.0","0","1","Male","E",1,"Young",24,"Yes","E1_Time_post_injection_24"
"E2_Plate80","BLUD","80","None",1,"E2","5.0","390625.0","1","0","Male","E",2,"Young",24,"Yes","E2_Time_post_injection_24"
"E3_Plate80","BLUD","80","None",1,"E3","5.0","390625.0","3","0","Male","E",3,"Old",24,"Yes","E3_Time_post_injection_24"
"E4_Plate80","BLUD","80","None",1,"E4","5.0","390625.0","8","0","Male","E",4,"Old",24,"Yes","E4_Time_post_injection_24"
"E5_Plate80","BLUD","80","None",1,"E5","5.0","390625.0","0","0","Female","E",5,"Young",48,"No","E5_Time_post_injection_48"
"E6_Plate80","BLUD","80","None",1,"E6","5.0","390625.0","0","0","Female","E",6,"Young",48,"No","E6_Time_post_injection_48"
"E7_Plate80","BLUD","80","None",1,"E7","5.0","390625.0","0","0","Female","E",7,"Old",48,"No","E7_Time_post_injection_48"
"E8_Plate80","BLUD","80","None",1,"E8","5.0","390625.0","0","1","Male","E",8,"Old",24,"Yes","E8_Time_post_injection_24"
"E9_Plate80","BLUD","80","None",1,"E9","5.0","390625.0","4","0","Male","E",9,"Young",24,"Yes","E9_Time_post_injection_24"
"E10_Plate80","BLUD","80","None",1,"E10","5.0","390625.0","5","0","Male","E",10,"Young",24,"Yes","E10_Time_post_injection_24"
"E11_Plate80","BLUD","80","None",1,"E11","5.0","390625.0","4","0","Male","E",11,"Old",24,"Yes","E11_Time_post_injection_24"
"E12_Plate80","BLUD","80","None",1,"E12","5.0","390625.0","0","0","Female","E",12,"Old",48,"No","E12_Time_post_injection_48"
"F1_Plate80","BLUD","80","None",1,"F1","5.0","390625.0","2","0","Male","F",1,"Young",24,"Yes","F1_Time_post_injection_24"
"F2_Plate80","BLUD","80","None",1,"F2","5.0","390625.0","0","1","Male","F",2,"Young",24,"Yes","F2_Time_post_injection_24"
"F3_Plate80","BLUD","80","None",1,"F3","5.0","390625.0","2","0","Male","F",3,"Old",24,"Yes","F3_Time_post_injection_24"
"F4_Plate80","BLUD","80","None",1,"F4","5.0","390625.0","5","0","Male","F",4,"Old",24,"Yes","F4_Time_post_injection_24"
"F5_Plate80","BLUD","80","None",1,"F5","5.0","390625.0","0","0","Male","F",5,"Young",48,"No","F5_Time_post_injection_48"
"F6_Plate80","BLUD","80","None",1,"F6","5.0","390625.0","0","0","Male","F",6,"Young",48,"No","F6_Time_post_injection_48"
"F7_Plate80","BLUD","80","None",1,"F7","5.0","390625.0","0","0","Male","F",7,"Old",48,"No","F7_Time_post_injection_48"
"F8_Plate80","BLUD","80","None",1,"F8","5.0","390625.0","1","0","Male","F",8,"Old",24,"Yes","F8_Time_post_injection_24"
"F9_Plate80","BLUD","80","None",1,"F9","5.0","390625.0","1","0","Male","F",9,"Young",24,"Yes","F9_Time_post_injection_24"
"F10_Plate80","BLUD","80","None",1,"F10","5.0","390625.0","0","1","Male","F",10,"Young",24,"Yes","F10_Time_post_injection_24"
"F11_Plate80","BLUD","80","None",1,"F11","5.0","390625.0","4","0","Male","F",11,"Old",24,"Yes","F11_Time_post_injection_24"
"F12_Plate80","BLUD","80","None",1,"F12","5.0","390625.0","0","0","Male","F",12,"Old",48,"No","F12_Time_post_injection_48"
"G1_Plate80","BLUD","80","None",1,"G1","5.0","390625.0","4","0","Male","G",1,"Young",24,"Yes","G1_Time_post_injection_24"
"G2_Plate80","BLUD","80","None",1,"G2","5.0","390625.0","0","1","Male","G",2,"Young",24,"Yes","G2_Time_post_injection_24"
"G3_Plate80","BLUD","80","None",1,"G3","5.0","390625.0","0","1","Male","G",3,"Old",24,"Yes","G3_Time_post_injection_24"
"G4_Plate80","BLUD","80","None",1,"G4","5.0","390625.0","7","0","Male","G",4,"Old",24,"Yes","G4_Time_post_injection_24"
"G5_Plate80","BLUD","80","None",1,"G5","5.0","390625.0","0","0","Male","G",5,"Young",48,"No","G5_Time_post_injection_48"
"G6_Plate80","BLUD","80","None",1,"G6","5.0","390625.0","0","0","Male","G",6,"Young",48,"No","G6_Time_post_injection_48"
"G7_Plate80","BLUD","80","None",1,"G7","5.0","390625.0","0","0","Male","G",7,"Old",48,"No","G7_Time_post_injection_48"
"G8_Plate80","BLUD","80","None",1,"G8","5.0","390625.0","2","0","Male","G",8,"Old",24,"Yes","G8_Time_post_injection_24"
"G9_Plate80","BLUD","80","None",1,"G9","5.0","390625.0","1","0","Male","G",9,"Young",24,"Yes","G9_Time_post_injection_24"
"G10_Plate80","BLUD","80","None",1,"G10","5.0","390625.0","2","0","Male","G",10,"Young",24,"Yes","G10_Time_post_injection_24"
"G11_Plate80","BLUD","80","None",1,"G11","5.0","390625.0","4","0","Male","G",11,"Old",24,"Yes","G11_Time_post_injection_24"
"G12_Plate80","BLUD","80","None",1,"G12","5.0","390625.0","0","0","Male","G",12,"Old",48,"No","G12_Time_post_injection_48"
"H1_Plate80","BLUD","80","None",1,"H1","5.0","390625.0","3","0","Male","H",1,"Young",24,"Yes","H1_Time_post_injection_24"
"H2_Plate80","BLUD","80","None",1,"H2","5.0","390625.0","0","1","Male","H",2,"Young",24,"Yes","H2_Time_post_injection_24"
"H3_Plate80","BLUD","80","None",1,"H3","5.0","390625.0","0","1","Male","H",3,"Old",24,"Yes","H3_Time_post_injection_24"
"H4_Plate80","BLUD","80","None",1,"H4","5.0","390625.0","3","0","Male","H",4,"Old",24,"Yes","H4_Time_post_injection_24"
"H5_Plate80","BLUD","80","None",1,"H5","5.0","390625.0","0","0","Male","H",5,"Young",48,"No","H5_Time_post_injection_48"
"H6_Plate80","BLUD","80","None",1,"H6","5.0","390625.0","0","0","Male","H",6,"Young",48,"No","H6_Time_post_injection_48"
"H7_Plate80","BLUD","80","None",1,"H7","5.0","390625.0","0","0","Male","H",7,"Old",48,"No","H7_Time_post_injection_48"
"H8_Plate80","BLUD","80","None",1,"H8","5.0","390625.0","4","0","Male","H",8,"Old",24,"Yes","H8_Time_post_injection_24"
"H9_Plate80","BLUD","80","None",1,"H9","5.0","390625.0","0","1","Male","H",9,"Young",24,"Yes","H9_Time_post_injection_24"
"H10_Plate80","BLUD","80","None",1,"H10","5.0","390625.0","0","1","Male","H",10,"Young",24,"Yes","H10_Time_post_injection_24"
"H11_Plate80","BLUD","80","None",1,"H11","5.0","390625.0","1","0","Male","H",11,"Old",24,"Yes","H11_Time_post_injection_24"
"H12_Plate80","BLUD","80","None",1,"H12","5.0","390625.0","0","0","Male","H",12,"Old",48,"No","H12_Time_post_injection_48"
"A1_Plate79","BLUD","79","None",1,"A1","5.0","78125.0","7","0","Female","A",1,"Young",24,"Yes","A1_Time_post_injection_24"
"A2_Plate79","BLUD","79","None",1,"A2","5.0","78125.0","17","0","Female","A",2,"Young",24,"Yes","A2_Time_post_injection_24"
"A3_Plate79","BLUD","79","None",1,"A3","5.0","78125.0","19","0","Female","A",3,"Old",24,"Yes","A3_Time_post_injection_24"
"A4_Plate79","BLUD","79","None",1,"A4","5.0","78125.0","31","0","Female","A",4,"Old",24,"Yes","A4_Time_post_injection_24"
"A5_Plate79","BLUD","79","None",1,"A5","5.0","78125.0","0","0","Female","A",5,"Young",48,"No","A5_Time_post_injection_48"
"A6_Plate79","BLUD","79","None",1,"A6","5.0","78125.0","0","0","Female","A",6,"Young",48,"No","A6_Time_post_injection_48"
"A7_Plate79","BLUD","79","None",1,"A7","5.0","78125.0","0","0","Female","A",7,"Old",48,"No","A7_Time_post_injection_48"
"A8_Plate79","BLUD","79","None",1,"A8","5.0","78125.0","10","0","Female","A",8,"Old",24,"Yes","A8_Time_post_injection_24"
"A9_Plate79","BLUD","79","None",1,"A9","5.0","78125.0","15","0","Female","A",9,"Young",24,"Yes","A9_Time_post_injection_24"
"A10_Plate79","BLUD","79","None",1,"A10","5.0","78125.0","22","0","Female","A",10,"Young",24,"Yes","A10_Time_post_injection_24"
"A11_Plate79","BLUD","79","None",1,"A11","5.0","78125.0","23","0","Female","A",11,"Old",24,"Yes","A11_Time_post_injection_24"
"A12_Plate79","BLUD","79","None",1,"A12","5.0","78125.0","0","0","Female","A",12,"Old",48,"No","A12_Time_post_injection_48"
"B1_Plate79","BLUD","79","None",1,"B1","5.0","78125.0","12","0","Female","B",1,"Young",24,"Yes","B1_Time_post_injection_24"
"B2_Plate79","BLUD","79","None",1,"B2","5.0","78125.0","0","1","Female","B",2,"Young",24,"Yes","B2_Time_post_injection_24"
"B3_Plate79","BLUD","79","None",1,"B3","5.0","78125.0","23","0","Female","B",3,"Old",24,"Yes","B3_Time_post_injection_24"
"B4_Plate79","BLUD","79","None",1,"B4","5.0","78125.0","20","0","Female","B",4,"Old",24,"Yes","B4_Time_post_injection_24"
"B5_Plate79","BLUD","79","None",1,"B5","5.0","78125.0","0","0","Female","B",5,"Young",48,"No","B5_Time_post_injection_48"
"B6_Plate79","BLUD","79","None",1,"B6","5.0","78125.0","0","0","Female","B",6,"Young",48,"No","B6_Time_post_injection_48"
"B7_Plate79","BLUD","79","None",1,"B7","5.0","78125.0","0","0","Female","B",7,"Old",48,"No","B7_Time_post_injection_48"
"B8_Plate79","BLUD","79","None",1,"B8","5.0","78125.0","10","0","Female","B",8,"Old",24,"Yes","B8_Time_post_injection_24"
"B9_Plate79","BLUD","79","None",1,"B9","5.0","78125.0","0","1","Female","B",9,"Young",24,"Yes","B9_Time_post_injection_24"
"B10_Plate79","BLUD","79","None",1,"B10","5.0","78125.0","22","0","Female","B",10,"Young",24,"Yes","B10_Time_post_injection_24"
"B11_Plate79","BLUD","79","None",1,"B11","5.0","78125.0","12","0","Female","B",11,"Old",24,"Yes","B11_Time_post_injection_24"
"B12_Plate79","BLUD","79","None",1,"B12","5.0","78125.0","0","0","Female","B",12,"Old",48,"No","B12_Time_post_injection_48"
"C1_Plate79","BLUD","79","None",1,"C1","5.0","78125.0","18","0","Female","C",1,"Young",24,"Yes","C1_Time_post_injection_24"
"C2_Plate79","BLUD","79","None",1,"C2","5.0","78125.0","19","0","Female","C",2,"Young",24,"Yes","C2_Time_post_injection_24"
"C3_Plate79","BLUD","79","None",1,"C3","5.0","78125.0","21","0","Female","C",3,"Old",24,"Yes","C3_Time_post_injection_24"
"C4_Plate79","BLUD","79","None",1,"C4","5.0","78125.0","24","0","Female","C",4,"Old",24,"Yes","C4_Time_post_injection_24"
"C5_Plate79","BLUD","79","None",1,"C5","5.0","78125.0","0","0","Female","C",5,"Young",48,"No","C5_Time_post_injection_48"
"C6_Plate79","BLUD","79","None",1,"C6","5.0","78125.0","0","0","Female","C",6,"Young",48,"No","C6_Time_post_injection_48"
"C7_Plate79","BLUD","79","None",1,"C7","5.0","78125.0","0","0","Female","C",7,"Old",48,"No","C7_Time_post_injection_48"
"C8_Plate79","BLUD","79","None",1,"C8","5.0","78125.0","28","0","Female","C",8,"Old",24,"Yes","C8_Time_post_injection_24"
"C9_Plate79","BLUD","79","None",1,"C9","5.0","78125.0","10","0","Female","C",9,"Young",24,"Yes","C9_Time_post_injection_24"
"C10_Plate79","BLUD","79","None",1,"C10","5.0","78125.0","19","0","Female","C",10,"Young",24,"Yes","C10_Time_post_injection_24"
"C11_Plate79","BLUD","79","None",1,"C11","5.0","78125.0","23","0","Female","C",11,"Old",24,"Yes","C11_Time_post_injection_24"
"C12_Plate79","BLUD","79","None",1,"C12","5.0","78125.0","0","0","Female","C",12,"Old",48,"No","C12_Time_post_injection_48"
"D1_Plate79","BLUD","79","None",1,"D1","5.0","78125.0","12","0","Female","D",1,"Young",24,"Yes","D1_Time_post_injection_24"
"D2_Plate79","BLUD","79","None",1,"D2","5.0","78125.0","2","0","Female","D",2,"Young",24,"Yes","D2_Time_post_injection_24"
"D3_Plate79","BLUD","79","None",1,"D3","5.0","78125.0","18","0","Female","D",3,"Old",24,"Yes","D3_Time_post_injection_24"
"D4_Plate79","BLUD","79","None",1,"D4","5.0","78125.0","31","0","Female","D",4,"Old",24,"Yes","D4_Time_post_injection_24"
"D5_Plate79","BLUD","79","None",1,"D5","5.0","78125.0","0","0","Female","D",5,"Young",48,"No","D5_Time_post_injection_48"
"D6_Plate79","BLUD","79","None",1,"D6","5.0","78125.0","0","0","Female","D",6,"Young",48,"No","D6_Time_post_injection_48"
"D7_Plate79","BLUD","79","None",1,"D7","5.0","78125.0","0","0","Female","D",7,"Old",48,"No","D7_Time_post_injection_48"
"D8_Plate79","BLUD","79","None",1,"D8","5.0","78125.0","16","0","Female","D",8,"Old",24,"Yes","D8_Time_post_injection_24"
"D9_Plate79","BLUD","79","None",1,"D9","5.0","78125.0","0","1","Female","D",9,"Young",24,"Yes","D9_Time_post_injection_24"
"D10_Plate79","BLUD","79","None",1,"D10","5.0","78125.0","15","0","Female","D",10,"Young",24,"Yes","D10_Time_post_injection_24"
"D11_Plate79","BLUD","79","None",1,"D11","5.0","78125.0","22","0","Female","D",11,"Old",24,"Yes","D11_Time_post_injection_24"
"D12_Plate79","BLUD","79","None",1,"D12","5.0","78125.0","0","0","Female","D",12,"Old",48,"No","D12_Time_post_injection_48"
"E1_Plate79","BLUD","79","None",1,"E1","5.0","78125.0","4","0","Male","E",1,"Young",24,"Yes","E1_Time_post_injection_24"
"E2_Plate79","BLUD","79","None",1,"E2","5.0","78125.0","17","0","Male","E",2,"Young",24,"Yes","E2_Time_post_injection_24"
"E3_Plate79","BLUD","79","None",1,"E3","5.0","78125.0","20","0","Male","E",3,"Old",24,"Yes","E3_Time_post_injection_24"
"E4_Plate79","BLUD","79","None",1,"E4","5.0","78125.0","23","0","Male","E",4,"Old",24,"Yes","E4_Time_post_injection_24"
"E5_Plate79","BLUD","79","None",1,"E5","5.0","78125.0","0","0","Female","E",5,"Young",48,"No","E5_Time_post_injection_48"
"E6_Plate79","BLUD","79","None",1,"E6","5.0","78125.0","0","0","Female","E",6,"Young",48,"No","E6_Time_post_injection_48"
"E7_Plate79","BLUD","79","None",1,"E7","5.0","78125.0","0","0","Female","E",7,"Old",48,"No","E7_Time_post_injection_48"
"E8_Plate79","BLUD","79","None",1,"E8","5.0","78125.0","3","0","Male","E",8,"Old",24,"Yes","E8_Time_post_injection_24"
"E9_Plate79","BLUD","79","None",1,"E9","5.0","78125.0","14","0","Male","E",9,"Young",24,"Yes","E9_Time_post_injection_24"
"E10_Plate79","BLUD","79","None",1,"E10","5.0","78125.0","16","0","Male","E",10,"Young",24,"Yes","E10_Time_post_injection_24"
"E11_Plate79","BLUD","79","None",1,"E11","5.0","78125.0","16","0","Male","E",11,"Old",24,"Yes","E11_Time_post_injection_24"
"E12_Plate79","BLUD","79","None",1,"E12","5.0","78125.0","0","0","Female","E",12,"Old",48,"No","E12_Time_post_injection_48"
"F1_Plate79","BLUD","79","None",1,"F1","5.0","78125.0","11","0","Male","F",1,"Young",24,"Yes","F1_Time_post_injection_24"
"F2_Plate79","BLUD","79","None",1,"F2","5.0","78125.0","0","1","Male","F",2,"Young",24,"Yes","F2_Time_post_injection_24"
"F3_Plate79","BLUD","79","None",1,"F3","5.0","78125.0","2","0","Male","F",3,"Old",24,"Yes","F3_Time_post_injection_24"
"F4_Plate79","BLUD","79","None",1,"F4","5.0","78125.0","12","0","Male","F",4,"Old",24,"Yes","F4_Time_post_injection_24"
"F5_Plate79","BLUD","79","None",1,"F5","5.0","78125.0","0","0","Male","F",5,"Young",48,"No","F5_Time_post_injection_48"
"F6_Plate79","BLUD","79","None",1,"F6","5.0","78125.0","0","0","Male","F",6,"Young",48,"No","F6_Time_post_injection_48"
"F7_Plate79","BLUD","79","None",1,"F7","5.0","78125.0","0","0","Male","F",7,"Old",48,"No","F7_Time_post_injection_48"
"F8_Plate79","BLUD","79","None",1,"F8","5.0","78125.0","6","0","Male","F",8,"Old",24,"Yes","F8_Time_post_injection_24"
"F9_Plate79","BLUD","79","None",1,"F9","5.0","78125.0","1","0","Male","F",9,"Young",24,"Yes","F9_Time_post_injection_24"
"F10_Plate79","BLUD","79","None",1,"F10","5.0","78125.0","2","0","Male","F",10,"Young",24,"Yes","F10_Time_post_injection_24"
"F11_Plate79","BLUD","79","None",1,"F11","5.0","78125.0","14","0","Male","F",11,"Old",24,"Yes","F11_Time_post_injection_24"
"F12_Plate79","BLUD","79","None",1,"F12","5.0","78125.0","0","0","Male","F",12,"Old",48,"No","F12_Time_post_injection_48"
"G1_Plate79","BLUD","79","None",1,"G1","5.0","78125.0","17","0","Male","G",1,"Young",24,"Yes","G1_Time_post_injection_24"
"G2_Plate79","BLUD","79","None",1,"G2","5.0","78125.0","0","1","Male","G",2,"Young",24,"Yes","G2_Time_post_injection_24"
"G3_Plate79","BLUD","79","None",1,"G3","5.0","78125.0","10","0","Male","G",3,"Old",24,"Yes","G3_Time_post_injection_24"
"G4_Plate79","BLUD","79","None",1,"G4","5.0","78125.0","9","0","Male","G",4,"Old",24,"Yes","G4_Time_post_injection_24"
"G5_Plate79","BLUD","79","None",1,"G5","5.0","78125.0","0","0","Male","G",5,"Young",48,"No","G5_Time_post_injection_48"
"G6_Plate79","BLUD","79","None",1,"G6","5.0","78125.0","0","0","Male","G",6,"Young",48,"No","G6_Time_post_injection_48"
"G7_Plate79","BLUD","79","None",1,"G7","5.0","78125.0","0","0","Male","G",7,"Old",48,"No","G7_Time_post_injection_48"
"G8_Plate79","BLUD","79","None",1,"G8","5.0","78125.0","15","0","Male","G",8,"Old",24,"Yes","G8_Time_post_injection_24"
"G9_Plate79","BLUD","79","None",1,"G9","5.0","78125.0","0","1","Male","G",9,"Young",24,"Yes","G9_Time_post_injection_24"
"G10_Plate79","BLUD","79","None",1,"G10","5.0","78125.0","6","0","Male","G",10,"Young",24,"Yes","G10_Time_post_injection_24"
"G11_Plate79","BLUD","79","None",1,"G11","5.0","78125.0","13","0","Male","G",11,"Old",24,"Yes","G11_Time_post_injection_24"
"G12_Plate79","BLUD","79","None",1,"G12","5.0","78125.0","0","0","Male","G",12,"Old",48,"No","G12_Time_post_injection_48"
"H1_Plate79","BLUD","79","None",1,"H1","5.0","78125.0","16","0","Male","H",1,"Young",24,"Yes","H1_Time_post_injection_24"
"H2_Plate79","BLUD","79","None",1,"H2","5.0","78125.0","0","1","Male","H",2,"Young",24,"Yes","H2_Time_post_injection_24"
"H3_Plate79","BLUD","79","None",1,"H3","5.0","78125.0","0","1","Male","H",3,"Old",24,"Yes","H3_Time_post_injection_24"
"H4_Plate79","BLUD","79","None",1,"H4","5.0","78125.0","16","0","Male","H",4,"Old",24,"Yes","H4_Time_post_injection_24"
"H5_Plate79","BLUD","79","None",1,"H5","5.0","78125.0","0","0","Male","H",5,"Young",48,"No","H5_Time_post_injection_48"
"H6_Plate79","BLUD","79","None",1,"H6","5.0","78125.0","0","0","Male","H",6,"Young",48,"No","H6_Time_post_injection_48"
"H7_Plate79","BLUD","79","None",1,"H7","5.0","78125.0","0","0","Male","H",7,"Old",48,"No","H7_Time_post_injection_48"
"H8_Plate79","BLUD","79","None",1,"H8","5.0","78125.0","13","0","Male","H",8,"Old",24,"Yes","H8_Time_post_injection_24"
"H9_Plate79","BLUD","79","None",1,"H9","5.0","78125.0","0","1","Male","H",9,"Young",24,"Yes","H9_Time_post_injection_24"
"H10_Plate79","BLUD","79","None",1,"H10","5.0","78125.0","0","1","Male","H",10,"Young",24,"Yes","H10_Time_post_injection_24"
"H11_Plate79","BLUD","79","None",1,"H11","5.0","78125.0","13","0","Male","H",11,"Old",24,"Yes","H11_Time_post_injection_24"
"H12_Plate79","BLUD","79","None",1,"H12","5.0","78125.0","0","0","Male","H",12,"Old",48,"No","H12_Time_post_injection_48"
"A1_Plate29","BLUD","29","None",1,"A1","5.0","5.0","33","0","Female","A",1,"Young",4,"Yes","A1_Time_post_injection_4"
"A2_Plate29","BLUD","29","None",1,"A2","5.0","5.0","3","0","Female","A",2,"Young",4,"Yes","A2_Time_post_injection_4"
"A3_Plate29","BLUD","29","None",1,"A3","5.0","5.0","34","0","Female","A",3,"Old",4,"Yes","A3_Time_post_injection_4"
"A4_Plate29","BLUD","29","None",1,"A4","5.0","5.0","34","0","Female","A",4,"Old",4,"Yes","A4_Time_post_injection_4"
"A5_Plate29","BLUD","29","None",1,"A5","5.0","5.0","34","0","Female","A",5,"Young",5,"Yes","A5_Time_post_injection_5"
"A6_Plate29","BLUD","29","None",1,"A6","5.0","5.0","36","0","Female","A",6,"Young",5,"Yes","A6_Time_post_injection_5"
"A7_Plate29","BLUD","29","None",1,"A7","5.0","5.0","45","0","Female","A",7,"Old",5,"Yes","A7_Time_post_injection_5"
"A8_Plate29","BLUD","29","None",1,"A8","5.0","5.0","45","0","Female","A",8,"Old",5,"Yes","A8_Time_post_injection_5"
"A9_Plate29","BLUD","29","None",1,"A9","5.0","5.0","0","1","Female","A",9,"Young",6,"Yes","A9_Time_post_injection_6"
"A10_Plate29","BLUD","29","None",1,"A10","5.0","5.0","0","0","Female","A",10,"Young",6,"No","A10_Time_post_injection_6"
"A11_Plate29","BLUD","29","None",1,"A11","5.0","5.0","47","0","Female","A",11,"Old",6,"Yes","A11_Time_post_injection_6"
"A12_Plate29","BLUD","29","None",1,"A12","5.0","5.0","57","0","Female","A",12,"Old",6,"Yes","A12_Time_post_injection_6"
"B1_Plate29","BLUD","29","None",1,"B1","5.0","5.0","50","0","Female","B",1,"Young",4,"Yes","B1_Time_post_injection_4"
"B2_Plate29","BLUD","29","None",1,"B2","5.0","5.0","26","0","Female","B",2,"Young",4,"Yes","B2_Time_post_injection_4"
"B3_Plate29","BLUD","29","None",1,"B3","5.0","5.0","40","0","Female","B",3,"Old",4,"Yes","B3_Time_post_injection_4"
"B4_Plate29","BLUD","29","None",1,"B4","5.0","5.0","39","0","Female","B",4,"Old",4,"Yes","B4_Time_post_injection_4"
"B5_Plate29","BLUD","29","None",1,"B5","5.0","5.0","41","0","Female","B",5,"Young",5,"Yes","B5_Time_post_injection_5"
"B6_Plate29","BLUD","29","None",1,"B6","5.0","5.0","37","0","Female","B",6,"Young",5,"Yes","B6_Time_post_injection_5"
"B7_Plate29","BLUD","29","None",1,"B7","5.0","5.0","31","0","Female","B",7,"Old",5,"Yes","B7_Time_post_injection_5"
"B8_Plate29","BLUD","29","None",1,"B8","5.0","5.0","26","0","Female","B",8,"Old",5,"Yes","B8_Time_post_injection_5"
"B9_Plate29","BLUD","29","None",1,"B9","5.0","5.0","0","1","Female","B",9,"Young",6,"Yes","B9_Time_post_injection_6"
"B10_Plate29","BLUD","29","None",1,"B10","5.0","5.0","0","0","Female","B",10,"Young",6,"No","B10_Time_post_injection_6"
"B11_Plate29","BLUD","29","None",1,"B11","5.0","5.0","49","0","Female","B",11,"Old",6,"Yes","B11_Time_post_injection_6"
